Names,,,,Hours,Minutes,Seconds,RA,Sign,Degrees,Minutes,Seconds,Dec,,Abs. Mag,Distance   (parsecs),App. Mag,Star Class,,,,,,Lat Conversion,Lon Conversion,,Latitude,Longitude
RS 1234-340-4-3200-203,,,,14,12,33.23,14.20923056,-1,-14,45,5.23,-14.75145278,,-0.01,76.92,4.420090229,B8.3 V,,,,,,14.75145278,33.13845833,,14.75145278,33.13845833
RS 1234-340-4-3202-220,,,,22,52,42.71,22.87853056,-1,-3,49,13.09,-3.820302778,,-0.03,77.74,4.423273239,B8.2 V,,,,,,3.820302778,163.1779583,,3.820302778,163.1779583
RS 1234-285-4-3787-165,,,,0,25,15.75,0.421041667,1,27,17,53.9,27.29830556,,0.03,76.19,4.439626382,B8.4 V,,,,,,-27.29830556,-173.684375,,-27.29830556,-173.684375
RS 1234-285-4-3785-95,,,,5,42,18.34,5.705094444,1,12,7,47.75,12.12993056,,-0.07,81.20,4.477796459,B8 V  ,,,,,,-12.12993056,-94.42358333,,-12.12993056,-94.42358333
RS 1234-340-4-3200-32,,,,16,50,32.26,16.84229444,-1,-23,30,39.9,-23.51108333,,0.11,75.20,4.491227226,B8.7 V,,,,,,23.51108333,72.63441667,,23.51108333,72.63441667
RS 1234-340-4-3200-235,,,,11,35,58.37,11.59954722,-1,-2,36,5.89,-2.601636111,,-0.05,80.64,4.48268716,B8.1 V,,,,,,2.601636111,-6.006791667,,2.601636111,-6.006791667
RS 1234-285-4-3785-195,,,,9,11,8.33,9.185647222,1,19,38,1.54,19.63376111,,0.34,67.91,4.499791755,B9.6 V,,,,,,-19.63376111,-42.21529167,,-19.63376111,-42.21529167
RS 1234-285-3-253-75,,,,6,54,31.79,6.908830556,-1,-20,35,9.43,-20.58595278,,-0.36,94.06,4.506984933,B6.9 V,,,,,,20.58595278,-76.36754167,,20.58595278,-76.36754167
RS 1234-285-4-2031-140,,,,3,43,20.51,3.722363889,-1,-12,0,52.76,-12.01465556,,-0.13,84.59,4.50654789,B7.8 V,,,,,,12.01465556,-124.1645417,,12.01465556,-124.1645417
RS 1234-285-4-2029-51,,,,7,22,52.93,7.381369444,-1,-55,38,50.64,-55.6474,,0.25,71.33,4.516443922,B9.3 V,,,,,,55.6474,-69.27945833,,55.6474,-69.27945833
RS 1234-340-4-3200-189,,,,14,17,14.76,14.28743333,1,12,56,59.64,12.9499,,0.13,75.59,4.522463346,B8.8 V,,,,,,-12.9499,34.3115,,-12.9499,34.3115
RS 1234-285-4-3785-149,,,,9,32,32.67,9.542408333,1,69,49,32.56,69.82571111,,-0.05,81.58,4.508012996,B8.1 V,,,,,,-69.82571111,-36.863875,,-69.82571111,-36.863875
RS 1234-285-4-2031-22,,,,1,37,55.5,1.632083333,-1,-52,32,25.06,-52.54029444,,0.04,79.37,4.538291477,B8.5 V,,,,,,52.54029444,-155.51875,,52.54029444,-155.51875
RS 1234-340-4-3200-182,,,,11,27,32.21,11.45894722,1,19,38,11.79,19.63660833,,0.21,73.60,4.544399398,B9.1 V,,,,,,-19.63660833,-8.115791667,,-19.63660833,-8.115791667
RS 1234-285-4-3787-122,,,,1,40,12.67,1.670186111,1,17,17,3.17,17.28421389,,0.14,76.37,4.554638406,B8.9 V,,,,,,-17.28421389,-154.9472083,,-17.28421389,-154.9472083
RS 1234-285-4-2031-224,,,,1,28,8.99,1.469163889,-1,-24,15,3.43,-24.25095278,,-0.04,82.76,4.549199227,B8.2 V,,,,,,24.25095278,-157.9625417,,24.25095278,-157.9625417
RS 1234-285-4-3785-37,,,,11,19,44.77,11.32910278,1,52,50,47.7,52.84658333,,0.1,78.97,4.587351661,B8.7 V,,,,,,-52.84658333,-10.06345833,,-52.84658333,-10.06345833
RS 1234-285-4-3787-92,,,,23,56,11.02,23.93639444,1,85,46,19.57,85.77210278,,0.17,76.90,4.599513945,B9 V  ,,,,,,-85.77210278,179.0459167,,-85.77210278,179.0459167
RS 1234-285-4-3787-20,,,,2,7,12.8,2.120222222,1,23,13,0.11,23.21669722,,0.07,80.71,4.60466687,B8.6 V,,,,,,-23.21669722,-148.1966667,,-23.21669722,-148.1966667
RS 1234-285-4-3785-13,,,,9,9,4.88,9.151355556,1,29,28,45.13,29.47920278,,0.05,81.48,4.605155427,B8.5 V,,,,,,-29.47920278,-42.72966667,,-29.47920278,-42.72966667
RS 1234-340-4-3200-202,,,,14,2,41.8,14.04494444,1,62,46,58.73,62.78298056,,-0.16,89.85,4.607471257,B7.7 V,,,,,,-62.78298056,30.67416667,,-62.78298056,30.67416667
RS 1234-285-4-3787-94,,,,0,34,5.98,0.568327778,1,76,30,52.11,76.514475,,0.06,81.64,4.61956259,B8.5 V,,,,,,-76.514475,-171.4750833,,-76.514475,-171.4750833
RS 1234-340-4-3202-83,,,,17,36,8.67,17.60240833,-1,-2,8,12.09,-2.136691667,,-0.1,87.48,4.609425962,B7.9 V,,,,,,2.136691667,84.036125,,2.136691667,84.036125
RS 1234-285-4-3787-217,,,,23,24,31.17,23.40865833,1,13,56,40.04,13.94445556,,-0.09,88.36,4.641390351,B8 V  ,,,,,,-13.94445556,171.129875,,-13.94445556,171.129875
RS 1234-285-4-3785-42,,,,10,22,33.73,10.37603611,-1,-7,57,47.52,-7.9632,,0.16,79.20,4.653507735,B8.9 V,,,,,,7.9632,-24.35945833,,7.9632,-24.35945833
RS 1234-340-4-1446-65,,,,19,2,28.06,19.04112778,-1,-19,33,58.77,-19.566325,,-0.15,90.89,4.642694475,B7.7 V,,,,,,19.566325,105.6169167,,19.566325,105.6169167
RS 1234-340-4-3200-72,,,,13,57,9.4,13.95261111,-1,-8,13,27.61,-8.224336111,,0.06,83.76,4.675172973,B8.5 V,,,,,,8.224336111,29.28916667,,8.224336111,29.28916667
RS 1234-285-4-2031-180,,,,3,43,30.44,3.725122222,-1,-40,34,49.06,-40.58029444,,0.14,80.80,4.67714307,B8.9 V,,,,,,40.58029444,-124.1231667,,40.58029444,-124.1231667
RS 1234-340-4-3200-38,,,,13,57,52.97,13.96471389,1,37,48,31.16,37.80865556,,-0.1,90.14,4.674581023,B7.9 V,,,,,,-37.80865556,29.47070833,,-37.80865556,29.47070833
RS 1234-285-4-2029-77,,,,10,9,20.24,10.15562222,-1,-17,30,41.41,-17.51150278,,0.14,81.35,4.691812344,B8.8 V,,,,,,17.51150278,-27.66566667,,17.51150278,-27.66566667
RS 1234-340-4-3202-230,,,,20,1,24.7,20.02352778,-1,-3,36,19.51,-3.605419444,,0.04,85.34,4.695670317,B8.4 V,,,,,,3.605419444,120.3529167,,3.605419444,120.3529167
RS 1234-285-4-2029-128,,,,8,36,37.06,8.610294444,-1,-34,42,3.03,-34.70084167,,-0.14,92.89,4.699919619,B7.8 V,,,,,,34.70084167,-50.84558333,,34.70084167,-50.84558333
RS 1234-340-4-1446-155,,,,23,50,45.99,23.84610833,-1,-71,12,32.74,-71.20909444,,0.38,73.47,4.710600148,B9.8 V,,,,,,71.20909444,177.691625,,71.20909444,177.691625
RS 1234-285-4-2031-239,,,,1,45,43.19,1.761997222,-1,-7,20,52.85,-7.348013889,,0.22,79.47,4.721013879,B9.2 V,,,,,,7.348013889,-153.5700417,,7.348013889,-153.5700417
RS 1234-285-4-2029-215,,,,5,47,31.3,5.792027778,-1,-6,49,57.04,-6.832511111,,-0.04,89.50,4.7192212,B8.2 V,,,,,,6.832511111,-93.11958333,,6.832511111,-93.11958333
RS 1234-340-4-1446-220,,,,21,8,0.51,21.133475,-1,-24,23,47.56,-24.39654444,,-0.08,91.15,4.718694027,B8 V  ,,,,,,24.39654444,137.002125,,24.39654444,137.002125
RS 1234-340-4-3202-195,,,,19,48,44.34,19.81231667,1,16,50,55.49,16.84874722,,-0.06,90.46,4.722221464,B8.1 V,,,,,,-16.84874722,117.18475,,-16.84874722,117.18475
RS 1234-285-4-3787-131,,,,22,3,51.19,22.06421944,1,61,9,11.79,61.153275,,0.37,74.68,4.73590349,B9.8 V,,,,,,-61.153275,150.9632917,,-61.153275,150.9632917
RS 1234-340-3-400-123,,,,13,19,53.44,13.33151111,1,0,9,37.58,0.160438889,,-0.23,99.28,4.754204947,B7.4 V,,,,,,-0.160438889,19.97266667,,-0.160438889,19.97266667
RS 1234-285-4-3787-45,,,,0,28,59.09,0.483080556,1,18,49,29.46,18.82485,,0.3,78.31,4.769034543,B9.5 V,,,,,,-18.82485,-172.7537917,,-18.82485,-172.7537917
RS 1234-340-4-3200-52,,,,15,29,33.65,15.49268056,-1,-3,23,55.53,-3.398758333,,0.23,80.52,4.759554429,B9.2 V,,,,,,3.398758333,52.39020833,,3.398758333,52.39020833
RS 1234-340-4-1444-29,,,,16,30,8.61,16.50239167,-1,-36,13,23.04,-36.22306667,,0.06,87.16,4.761470007,B8.5 V,,,,,,36.22306667,67.535875,,36.22306667,67.535875
RS 1234-285-4-3785-210,,,,12,6,23.35,12.10648611,1,55,19,20.41,55.32233611,,-0.13,94.83,4.7547947,B7.8 V,,,,,,-55.32233611,1.597291667,,-55.32233611,1.597291667
RS 1234-285-4-3785-70,,,,9,42,50.1,9.713916667,1,60,35,31.02,60.59195,,0.71,28.16,2.958163252,A1.9 IV,Subgiants: ,,A Class,,,-60.59195,-34.29125,,-60.59195,-34.29125
RS 1234-285-5-30297-149,,,,1,43,45.15,1.729208333,1,28,8,8.86,28.13579444,,1.79,22.93,3.592020274,A9.1 IV,79 Stars,,,,,-28.13579444,-154.061875,,-28.13579444,-154.061875
RS 1234-285-5-16253-122,,,,4,51,11.21,4.853113889,-1,-18,44,57.67,-18.74935278,,1.54,29.04,3.85498306,A7.4 IV,,,,,,18.74935278,-107.2032917,,18.74935278,-107.2032917
RS 1234-285-4-2029-228,,,,5,44,9.31,5.735919444,-1,-8,19,23.2,-8.323111111,,0.77,48.02,4.177110779,A2.3 IV,,,,,,8.323111111,-93.96120833,,8.323111111,-93.96120833
RS 1234-285-5-30297-28,,,,5,20,29.28,5.341466667,-1,-7,30,53.47,-7.514852778,,1.46,35.64,4.219688477,A6.9 IV,,,,,,7.514852778,-99.878,,7.514852778,-99.878
RS 1234-285-4-3787-50,,,,3,32,21.25,3.539236111,1,4,59,35.53,4.993202778,,0.68,62.09,4.645108299,A1.7 IV,,,,,,-4.993202778,-126.9114583,,-4.993202778,-126.9114583
RS 1234-340-5-25616-58,,,,17,29,23.93,17.48998056,1,0,50,30.91,0.841919444,,1.48,45.04,4.747991909,A7 IV  ,,,,,,-0.841919444,82.34970833,,-0.841919444,82.34970833
RS 1234-285-5-16239-299,,,,6,49,29.22,6.824783333,-1,-59,2,59.08,-59.04974444,,1.78,40.96,4.84179974,A9 IV  ,,,,,,59.04974444,-77.62825,,59.04974444,-77.62825
RS 1234-285-5-30297-176,,,,4,27,52.86,4.464683333,1,34,58,54.61,34.98183611,,1.49,47.93,4.893037145,A7.1 IV,,,,,,-34.98183611,-113.02975,,-34.98183611,-113.02975
RS 1234-285-5-30283-192,,,,8,37,11.15,8.619763889,1,31,46,37.93,31.77720278,,1.79,42.53,4.933476914,A9.1 IV,,,,,,-31.77720278,-50.70354167,,-31.77720278,-50.70354167
RS 1234-285-5-30297-169,,,,3,49,11.06,3.819738889,1,26,42,37.49,26.71041389,,1.89,43.82,5.098361866,A9.7 IV,,,,,,-26.71041389,-122.7039167,,-26.71041389,-122.7039167
RS 1234-340-5-25602-208,,,,13,29,24.7,13.49019444,-1,-10,15,18.69,-10.25519167,,1.76,48,5.166206187,A8.9 IV,,,,,,10.25519167,22.35291667,,10.25519167,22.35291667
RS 1234-340-4-1444-77,,,,12,3,16.07,12.05446389,-1,-21,49,6.96,-21.8186,,0.49,87.48,5.199543872,A0.5 IV,,,,,,21.8186,0.816958333,,21.8186,0.816958333
RS 1234-340-5-25602-164,,,,15,35,48.7,15.59686111,1,23,2,48.86,23.04690556,,1.68,51.14,5.223803618,A8.4 IV,,,,,,-23.04690556,53.95291667,,-23.04690556,53.95291667
RS 1234-285-5-16239-40,,,,7,33,49.03,7.563619444,-1,-52,8,57.1,-52.14919444,,1.56,53.95,5.219957245,A7.6 IV,,,,,,52.14919444,-66.54570833,,52.14919444,-66.54570833
RS 1234-285-5-30297-237,,,,5,2,28.15,5.041152778,1,19,14,0.17,19.23338056,,1.67,53.84,5.325525256,A8.3 IV,,,,,,-19.23338056,-104.3827083,,-19.23338056,-104.3827083
RS 1234-285-5-16253-225,,,,4,37,58.76,4.632988889,-1,-22,39,15.01,-22.65416944,,1.65,56.58,5.413314716,A8.2 IV,,,,,,22.65416944,-110.5051667,,22.65416944,-110.5051667
RS 1234-340-5-25616-144,,,,18,33,40.32,18.5612,1,29,28,28.49,29.47458056,,1.63,57.69,5.435502695,A8.1 IV,,,,,,-29.47458056,98.418,,-29.47458056,98.418
RS 1234-285-5-16253-5,,,,2,32,13.08,2.536966667,-1,-18,24,17.77,-18.40493611,,1.5,62.05,5.463708929,A7.2 IV,,,,,,18.40493611,-141.9455,,18.40493611,-141.9455
RS 1234-340-5-11558-153,,,,9,45,23.82,9.756616667,-1,-81,28,59.27,-81.48313056,,1.6,60.12,5.49509486,A7.8 IV,,,,,,81.48313056,-33.65075,,81.48313056,-33.65075
RS 1234-340-5-25602-247,,,,11,56,37.25,11.94368056,1,24,46,11.83,24.76995278,,1.65,58.96,5.502787374,A8.2 IV,,,,,,-24.76995278,-0.844791667,,-24.76995278,-0.844791667
RS 1234-340-5-25616-9,,,,20,8,29.52,20.14153333,-1,-12,36,50.45,-12.61401389,,1.8,55.43,5.518724393,A9.2 IV,,,,,,12.61401389,122.123,,12.61401389,122.123
RS 1234-285-4-2029-198,,,,5,30,14.62,5.504061111,-1,-34,15,56.56,-34.26571111,,0.59,97.13,5.526766944,A1.1 IV,,,,,,34.26571111,-97.43908333,,34.26571111,-97.43908333
RS 1234-340-5-11558-321,,,,11,26,16.73,11.43798056,-1,-70,26,56.07,-70.44890833,,1.65,60.19,5.547621717,A8.2 IV,,,,,,70.44890833,-8.430291667,,70.44890833,-8.430291667
RS 1234-285-5-16253-36,,,,2,4,44.28,2.078966667,-1,-38,34,11.9,-38.56997222,,1.81,57.29,5.600394111,A9.2 IV,,,,,,38.56997222,-148.8155,,38.56997222,-148.8155
RS 1234-285-5-30297-266,,,,0,52,55.62,0.882116667,1,26,4,15.77,26.07104722,,1.74,62.25,5.710696779,A8.8 IV,,,,,,-26.07104722,-166.76825,,-26.07104722,-166.76825
RS 1234-340-5-25602-18,,,,12,11,14.42,12.18733889,1,4,57,21.39,4.955941667,,1.68,64.48,5.727125144,A8.4 IV,,,,,,-4.955941667,2.810083333,,-4.955941667,2.810083333
RS 1234-340-5-11572-221,,,,23,47,57.64,23.79934444,-1,-38,50,4.63,-38.83461944,,1.54,69.8,5.759277113,A7.5 IV,,,,,,38.83461944,176.9901667,,38.83461944,176.9901667
RS 1234-285-5-16253-248,,,,0,29,21.8,0.489388889,-1,-32,28,49.41,-32.48039167,,1.52,70.57,5.763100587,A7.3 IV,,,,,,32.48039167,-172.6591667,,32.48039167,-172.6591667
RS 1234-340-5-25620-231,,,,20,26,14.19,20.437275,1,52,50,50.51,52.84736389,,1.49,72.06,5.778471289,A7.1 IV,,,,,,-52.84736389,126.559125,,-52.84736389,126.559125
RS 1234-340-5-11558-293,,,,13,48,45.08,13.81252222,-1,-29,54,31.74,-29.90881667,,1.63,67.78,5.785507823,A8.1 IV,,,,,,29.90881667,27.18783333,,29.90881667,27.18783333
RS 1234-285-4-2031-221,,,,4,35,41.06,4.594738889,1,0,51,43.5,0.862083333,,0.94,94.33,5.813249172,A3.5 IV,,,,,,-0.862083333,-111.0789167,,-0.862083333,-111.0789167
RS 1234-285-5-30283-303,,,,10,25,25.16,10.42365556,1,7,5,12.8,7.086888889,,1.91,60.98,5.8359371,A9.9 IV,,,,,,-7.086888889,-23.64516667,,-7.086888889,-23.64516667
RS 1234-285-5-30283-205,,,,5,41,40.75,5.694652778,1,19,42,2.64,19.70073333,,1.74,67.16,5.875553437,A8.8 IV,,,,,,-19.70073333,-94.58020833,,-19.70073333,-94.58020833
RS 1234-285-5-30297-216,,,,1,42,15.58,1.704327778,1,52,31,56.7,52.53241667,,1.45,77.29,5.890616536,A6.9 IV,,,,,,-52.53241667,-154.4350833,,-52.53241667,-154.4350833
RS 1234-285-5-16239-14,,,,10,35,53.1,10.59808333,-1,-30,16,21.25,-30.27256944,,1.42,79.28,5.915818207,A6.6 IV,,,,,,30.27256944,-21.02875,,30.27256944,-21.02875
RS 1234-340-5-25616-244,,,,18,44,46.37,18.74621389,1,0,19,34.98,0.326383333,,1.56,74.45,5.91932351,A7.6 IV,,,,,,-0.326383333,101.1932083,,-0.326383333,101.1932083
RS 1234-285-5-30301-216,,,,22,51,26.95,22.85748611,1,73,48,59.04,73.8164,,1.62,72.81,5.930955155,A8 IV  ,,,,,,-73.8164,162.8622917,,-73.8164,162.8622917
RS 1234-285-5-30297-232,,,,2,12,13.48,2.203744444,1,23,20,0.61,23.33350278,,1.86,65.23,5.932236893,A9.6 IV,,,,,,-23.33350278,-146.9438333,,-23.33350278,-146.9438333
RS 1234-340-5-25602-49,,,,13,34,52.43,13.58123056,-1,-20,45,56.98,-20.76582778,,1.68,71.91,5.963946444,A8.4 IV,,,,,,20.76582778,23.71845833,,20.76582778,23.71845833
RS 1234-285-5-30283-136,,,,8,41,37.47,8.693741667,1,43,36,41.19,43.61144167,,1.6,75.3,5.983974881,A7.9 IV,,,,,,-43.61144167,-49.593875,,-43.61144167,-49.593875
RS 1234-340-4-3202-239,,,,21,27,48.38,21.46343889,1,8,49,36.53,8.826813889,,1.17,92.49,6.000473897,A5 IV  ,,,,,,-8.826813889,141.9515833,,-8.826813889,141.9515833
RS 1234-340-4-3202-243,,,,22,24,15.25,22.40423611,1,13,43,52.14,13.73115,,1.24,90.64,6.026599484,A5.4 IV,,,,,,-13.73115,156.0635417,,-13.73115,156.0635417
RS 1234-285-5-30297-196,,,,5,6,48.62,5.113505556,1,44,43,32.9,44.72580556,,1.43,84.09,6.053721762,A6.7 IV,,,,,,-44.72580556,-103.2974167,,-44.72580556,-103.2974167
RS 1234-340-5-25618-148,,,,22,1,9.42,22.01928333,1,12,1,55.7,12.03213889,,1.63,77.67,6.081266526,A8 IV  ,,,,,,-12.03213889,150.28925,,-12.03213889,150.28925
RS 1234-285-5-30281-147,,,,10,44,52.35,10.747875,-1,-11,41,35.19,-11.69310833,,1.56,82.16,6.133302153,A7.6 IV,,,,,,11.69310833,-18.781875,,11.69310833,-18.781875
RS 1234-340-5-25620-101,,,,21,24,28.06,21.40779444,1,51,44,58.52,51.74958889,,1.58,82.13,6.152509114,A7.7 IV,,,,,,-51.74958889,141.1169167,,-51.74958889,141.1169167
RS 1234-285-5-16237-84,,,,10,8,38.63,10.14406389,-1,-22,39,55.71,-22.665475,,1.55,85.11,6.199902953,A7.5 IV,,,,,,22.665475,-27.83904167,,22.665475,-27.83904167
RS 1234-285-5-30299-2,,,,0,23,24.65,0.390180556,1,13,42,51.17,13.71421389,,1.57,87.03,6.268344918,A7.6 IV,,,,,,-13.71421389,-174.1472917,,-13.71421389,-174.1472917
RS 1234-285-5-16239-164,,,,8,2,46.33,8.046202778,-1,-11,43,21.44,-11.72262222,,1.38,96.46,6.301736288,A6.4 IV,,,,,,11.72262222,-59.30695833,,11.72262222,-59.30695833
RS 1234-340-5-11559-133,,,,16,53,17.68,16.88824444,-1,-24,16,15.75,-24.27104167,,1.78,80.17,6.300059418,A9 IV  ,,,,,,24.27104167,73.32366667,,24.27104167,73.32366667
RS 1234-285-5-30282-91,,,,6,33,45.12,6.562533333,1,5,59,54.56,5.998488889,,1.56,88.72,6.300107666,A7.6 IV,,,,,,-5.998488889,-81.562,,-5.998488889,-81.562
RS 1234-340-5-11572-28,,,,18,46,20.08,18.77224444,-1,-60,10,19.07,-60.17196389,,1.64,87.18,6.342084323,A8.1 IV,,,,,,60.17196389,101.5836667,,60.17196389,101.5836667
RS 1234-340-5-25617-155,,,,17,59,10.89,17.98635833,1,14,18,16.7,14.30463889,,1.4,97.35,6.341679779,A6.5 IV,,,,,,-14.30463889,89.795375,,-14.30463889,89.795375
RS 1234-340-5-11572-169,,,,20,14,21.68,20.23935556,-1,-52,37,28.15,-52.62448611,,1.74,84.04,6.362430219,A8.8 IV,,,,,,52.62448611,123.5903333,,52.62448611,123.5903333
RS 1234-340-5-11574-185,,,,23,5,33.81,23.092725,-1,-28,33,36.46,-28.56012778,,1.67,87.41,6.377805601,A8.3 IV,,,,,,28.56012778,166.390875,,28.56012778,166.390875
RS 1234-285-5-30281-97,,,,10,47,35.5,10.79319444,1,0,24,24.39,0.406775,,1.78,83.11,6.378266412,A9.1 IV,,,,,,-0.406775,-18.10208333,,-0.406775,-18.10208333
RS 1234-340-5-11572-172,,,,20,25,55.9,20.43219444,-1,-70,49,21.54,-70.82265,,1.51,94.9,6.396331062,A7.2 IV,,,,,,70.82265,126.4829167,,70.82265,126.4829167
RS 1234-285-5-30299-182,,,,1,38,58.96,1.649711111,1,9,42,18.42,9.705116667,,1.57,92.39,6.398124836,A7.7 IV,,,,,,-9.705116667,-155.2543333,,-9.705116667,-155.2543333
RS 1234-340-5-11572-35,,,,23,36,57.03,23.61584167,-1,-57,16,13.47,-57.27040833,,1.65,90.23,6.426754787,A8.2 IV,,,,,,57.27040833,174.237625,,57.27040833,174.237625
RS 1234-340-5-25620-122,,,,17,37,44.97,17.62915833,1,58,23,7.28,58.38535556,,1.55,94.66,6.430832501,A7.5 IV,,,,,,-58.38535556,84.437375,,-58.38535556,84.437375
RS 1234-340-5-25618-279,,,,21,8,23.4,21.13983333,1,17,53,34.98,17.89305,,1.71,88.09,6.43463305,A8.6 IV,,,,,,-17.89305,137.0975,,-17.89305,137.0975
RS 1234-340-5-11556-37,,,,12,13,22.16,12.22282222,-1,-30,44,37.18,-30.74366111,,1.47,98.82,6.444224248,A7 IV  ,,,,,,30.74366111,3.342333333,,30.74366111,3.342333333
RS 1234-340-5-11559-149,,,,17,23,10.68,17.3863,-1,-52,18,46.91,-52.31303056,,1.61,92.4,6.438359856,A7.9 IV,,,,,,52.31303056,80.7945,,52.31303056,80.7945
RS 1234-285-5-16253-187,,,,3,32,28.03,3.541119444,-1,-31,5,36.38,-31.09343889,,1.48,99.31,6.464964909,A7 IV  ,,,,,,31.09343889,-126.8832083,,31.09343889,-126.8832083
RS 1234-340-5-25600-56,,,,11,56,16.44,11.9379,1,13,51,41.47,13.86151944,,1.61,93.35,6.460571611,A7.9 IV,,,,,,-13.86151944,-0.9315,,-13.86151944,-0.9315
RS 1234-285-5-30287-81,,,,12,48,48.47,12.81346389,1,62,58,44.05,62.97890278,,1.65,93.36,6.500804215,A8.2 IV,,,,,,-62.97890278,12.20195833,,-62.97890278,12.20195833
RS 1234-340-5-25606-254,,,,14,16,26.82,14.27411667,1,44,5,41,44.09472222,,1.68,92.9,6.52007857,A8.4 IV,,,,,,-44.09472222,34.11175,,-44.09472222,34.11175
RS 1234-285-5-30287-328,,,,9,42,44.02,9.712227778,1,44,41,28.78,44.69132778,,1.53,99.7,6.523475792,A7.4 IV,,,,,,-44.69132778,-34.31658333,,-44.69132778,-34.31658333
RS 1234-285-5-30296-179,,,,4,8,52.86,4.148016667,1,19,31,2.36,19.51732222,,1.57,98.31,6.532988481,A7.7 IV,,,,,,-19.51732222,-117.77975,,-19.51732222,-117.77975
RS 1234-340-5-25617-109,,,,19,54,6.75,19.901875,-1,-13,39,9.06,-13.65251667,,1.57,99.4,6.556931922,A7.6 IV,,,,,,13.65251667,118.528125,,13.65251667,118.528125
RS 1234-285-5-16252-54,,,,3,52,54.64,3.881844444,-1,-9,21,12.73,-9.353536111,,1.79,90.89,6.582580517,A9.1 IV,,,,,,9.353536111,-121.7723333,,9.353536111,-121.7723333
RS 1234-285-5-30281-148,,,,8,43,7.62,8.718783333,-1,-4,40,58.14,-4.682816667,,1.67,97.38,6.612348851,A8.3 IV,,,,,,4.682816667,-49.21825,,4.682816667,-49.21825
RS 1234-285-5-16253-101,,,,1,33,42.41,1.561780556,-1,-35,30,7.25,-35.50201389,,1.68,99.6,6.671296692,A8.3 IV,,,,,,35.50201389,-156.5732917,,35.50201389,-156.5732917
RS 1234-285-5-30299-59,,,,23,22,57.56,23.38265556,1,37,47,47.82,37.79661667,,1.74,97.77,6.691028076,A8.8 IV,,,,,,-37.79661667,170.7398333,,-37.79661667,170.7398333
RS 1234-340-5-11558-280,,,,12,18,44.09,12.31224722,-1,-54,36,19.37,-54.60538056,,1.78,96.61,6.705110411,A9 IV  ,,,,,,54.60538056,4.683708333,,54.60538056,4.683708333
RS 1234-340-5-25617-75,,,,19,35,40.48,19.59457778,-1,-9,59,40.21,-9.994502778,,1.9,91.2,6.699974192,A9.9 IV,,,,,,9.994502778,113.9186667,,9.994502778,113.9186667
RS 1234-285-5-16239-297,,,,7,24,1.65,7.400458333,-1,-34,9,39.05,-34.16084722,,1.81,95.44,6.708652153,A9.2 IV,,,,,,34.16084722,-68.993125,,34.16084722,-68.993125
RS 1234-285-5-30301-151,,,,3,11,11.82,3.186616667,1,57,20,55.59,57.348775,,1.83,98.87,6.805322671,A9.4 IV,,,,,,-57.348775,-132.20075,,-57.348775,-132.20075
RS 1234-340-4-3202-179,,,,23,25,27.77,23.42438056,-1,-2,58,6.58,-2.968494444,,0.51,11.64,0.839764902,A0 V  ,Main Sequence:,,,,,2.968494444,171.3657083,,2.968494444,171.3657083
RS 1234-285-4-3785-245,,,,7,17,28.18,7.291161111,1,9,27,20.08,9.455577778,,0.86,15.98,1.877883875,A2.4 V,250 Stars,,,,,-9.455577778,-70.63258333,,-9.455577778,-70.63258333
RS 1234-340-4-3200-65,,,,14,18,26.86,14.30746111,1,3,11,24.71,3.190197222,,1,15.38,1.934781677,A3.3 V,,,,,,-3.190197222,34.61191667,,-3.190197222,34.61191667
RS 1234-340-5-25602-266,,,,13,57,4.92,13.95136667,1,5,11,42.24,5.195066667,,1.77,10.84,1.945146411,A8.5 V,,,,,,-5.195066667,29.2705,,-5.195066667,29.2705
RS 1234-340-5-25616-170,,,,20,43,31.63,20.72545278,-1,-75,37,44.03,-75.62889722,,1.62,11.88,1.994082203,A7.5 V,,,,,,75.62889722,130.8817917,,75.62889722,130.8817917
RS 1234-285-5-30297-101,,,,3,31,56.55,3.532375,1,78,48,22.08,78.80613333,,1.56,12.53,2.049755355,A7.1 V,,,,,,-78.80613333,-127.014375,,-78.80613333,-127.014375
RS 1234-340-5-25616-294,,,,18,44,38.1,18.74391667,1,17,11,43.45,17.19540278,,1.91,11.01,2.118936595,A9.4 V,,,,,,-17.19540278,101.15875,,-17.19540278,101.15875
RS 1234-285-4-3787-68,,,,1,17,55.24,1.298677778,-1,-38,36,11.71,-38.60325278,,1.05,17.11,2.216250048,A3.6 V,,,,,,38.60325278,-160.5198333,,38.60325278,-160.5198333
RS 1234-285-5-30283-129,,,,7,44,30.31,7.741752778,-1,-36,59,30.68,-36.99185556,,1.73,12.85,2.274515638,A8.2 V,,,,,,36.99185556,-63.87370833,,36.99185556,-63.87370833
RS 1234-340-5-25616-24,,,,16,36,11.42,16.60317222,1,10,46,35.4,10.7765,,1.71,12.98,2.276373462,A8 V  ,,,,,,-10.7765,69.04758333,,-10.7765,69.04758333
RS 1234-340-5-25616-17,,,,15,55,47.44,15.92984444,1,24,26,53.02,24.44806111,,1.47,14.54,2.282822033,A6.5 V,,,,,,-24.44806111,58.94766667,,-24.44806111,58.94766667
RS 1234-285-5-30297-152,,,,6,6,10.46,6.102905556,-1,-6,55,52.11,-6.931141667,,1.84,12.44,2.314101902,A8.9 V,,,,,,6.931141667,-88.45641667,,6.931141667,-88.45641667
